title,artist,album,danceable, not_danceable, genre_cla, genre_dan, genre_hip, genre_jaz, genre_pop, genre_rhy, genre_roc, genre_spe,mood_cluster1,mood_cluster2,mood_cluster3,mood_cluster4,mood_cluster5, timbre_bright, timbre_dark, instrumental, voice, loudness,bpm,spotify_url,genre,mood,timbre,instrumental,tempo,danceability
Farewell,Lorne Balfe,Assassin’s Creed III: Original Game Soundtrack,0.08768869191410000,0.912311315536,0.6760366559030000,0.004634757991880000,0.0121482387185,0.231814816594,0.0116059966385,0.0393546558917,0.00453783478588,0.0198670513928,0.158211484551,0.168945044279,0.497030675411,0.102745875716,0.07306692004200000,0.00271017500199,0.997289836407,0.928439617157,0.0715604051948,0.651581704617,109.76944732700000,spotify:track:1Pj7kv1IlAs2eUTionj3Ux,2,12,16,17,19,1
Such a Family,Éric Serra,"Le Grand Bleu, Volume 2",1.53473774844E-06,0.999998450279,0.857739686966,0.007491407915950000,0.00514066033065,0.00994394998997,0.0248138904572,0.0285853240639,0.0570544786751,0.00923058390617,0.0255791489035,0.113934867084,0.803538143635,0.045506175607400000,0.011441664770200000,0.0143647538498,0.985635221004,0.99999755621,2.47083676186E-06,0.920305907726,109.78401184100000,spotify:track:17LV4PPx7ajX5RRPrwJmXG,2,12,16,17,19,1
House of Silence,Angelo Badalamenti,Ladversaire,1.53918917931E-05,0.999984622002,0.72488462925,0.0013568722643,0.00177684344817,0.259523719549,0.0030772103928000000,0.00217652623542,0.00115058664232,0.00605359207839,0.0849887803197,0.13237850368000000,0.558313965797,0.141442939639,0.082875803113,0.0190272592008,0.980972766876,0.927640020847,0.07235995680090000,0.132417961955,109.79558563200000,Not Found,2,12,16,17,19,1
The Path of the Huojin,"Russell Brower, Neal Acree, Sam Cardon, Edo Guidotti & Jeremy Soule",World of Warcraft - Mists of Pandaria,0.10809687525,0.8919031023980000,0.445314288139,0.0115603264421,0.0334149748087,0.206581622362,0.0771336406469,0.16441065073,0.0287251919508,0.0328592956066,0.0878012701869,0.119351781905,0.363271743059,0.118122376502,0.311452835798,0.09017241746190000,0.909827589989,0.986223995686,0.013775985688,0.324631005526,109.85877227800000,Not Found,2,12,16,17,19,1
"Piano Sonata No. 13 In E-Flat Major, Op. 27 No. 1: II. Allegro Molto E Vivace",Ludwig Van Beethoven,"The Piano Sonatas, Vol. IV: Sonatas Opp. 26, 27 And 28",0.0044634211808400000,0.995536565781,0.971633374691,0.000695257622283,0.000784832169302,0.0207220669836,0.00139813753776,0.00254649599083,0.000838770822156,0.00138104311191,0.0711914300919,0.0793161988258,0.7051119804380000,0.124936327338,0.0194440409541,0.039029799401800000,0.96097022295,0.991887271404,0.008112707175310000,0.0281468387693,109.86743164100000,spotify:track:7amF1HnpsQBLuAnq5fY9WL,2,12,16,17,19,1
"Violin Partita no. 1 in B minor, BWV 1002: VI. Double",Johann Sebastian Bach,Partitas for Violin Solo,0.0520595349371,0.947940468788,0.733540654182,0.000776026688982,0.00294752721675,0.24000506103,0.00949460361153,0.00931490492076,0.000625300221145,0.00329589704052,0.0324114114046,0.207177266479,0.570786893368,0.150313362479,0.0393110401928,0.405460447073,0.594539582729,0.999994814396,5.17599164596E-06,0.217406749725,109.878005981,spotify:track:7exgO7jjFrqXJHHzVafEz2,2,12,16,17,19,1
Mad About the Boy,Blossom Dearie,"Live in London, Volume 2",1.1033892406E-05,0.999988973141,0.61357408762,0.0021460831631,0.0092016896233,0.283884257078,0.004345850087700000,0.06680369377140000,0.0027122728060900000,0.017332097515500000,0.0642829537392,0.07864439487460000,0.597994983196,0.0833453685045,0.17573229968500000,0.0539743863046,0.94602560997,0.999989926815,1.00535280581E-05,0.000505275034811,109.906486511,spotify:track:63pghvyrMHk6OTykxSE4a8,2,12,16,17,19,1
untitled,310,Nothing to See Here: Short Stories by 310,0.0508188903332,0.949181139469,0.924222946167,0.00375962117687,0.006368630100040000,0.0315215550363,0.009446663782,0.00926982052624,0.00799112115055,0.00741962203756,0.0969353318214,0.208218693733,0.274654239416,0.214272469282,0.205919250846,0.00113833323121,0.998861670494,0.999999880791,9.45075981917E-08,0.50769329071,109.911979675,Not Found,2,12,16,17,19,1
Vargtimme,Helios,Eingya,0.00656397035345,0.993436038494,0.966010570526,0.0015375871444100000,0.00245263706893,0.0160252247006,0.00124264485203,0.00201735692099,0.0013213355559900000,0.00939266104251,0.0963968709111,0.06400977820160000,0.628028810024,0.150074228644,0.0614903047681,0.00184625096153,0.998153746128,0.999998509884,1.50948596911E-06,0.606627583504,109.92959594700000,spotify:track:7CVQzLTOooAQ7gCCySvRdO,2,12,16,17,19,1
"4 Pièces, op. 56: III. Nuances (Fondu, velouté)",Alexander Scriabin,Complete Piano Works,0.00733849452808,0.992661476135,0.7843901515010000,0.00103959266562,0.00195614527911,0.201401636004,0.0008411511080340000,0.00227308343165,0.00143909698818,0.00665912823752,0.0575303472579,0.13259755075,0.690555930138,0.0993840098381,0.0199321396649,0.017077561467900000,0.982922434807,0.999999880791,1.19968959211E-07,0.0264993682504,109.97442627,Not Found,2,12,16,17,19,1
