CA_code,VA_code,estimate,ASE,flag
C09D,V16A,51.8,4.5,
C09E,V16A,48.4,2.6,
C09A,V16B,3.1,1.2,*
C09B,V16B,5.5,2.9,**
C09C,V16B,S,,
C09D,V16B,3.7,2.2,**
C09E,V16B,3.8,1.6,*
C09A,V16C,4.5,1.9,*
C09B,V16C,10.4,4.1,*
C09C,V16C,15,13.3,**
C09D,V16C,6.2,3.8,**
C09E,V16C,5.3,1.8,*
C09A,V16D,28.6,3.3,
C09B,V16D,30.9,4.7,
C09C,V16D,23.4,11.2,*
C09D,V16D,38.6,5.7,
C09E,V16D,26.4,3,
C09A,V16E,63.8,3.2,
C09B,V16E,53.3,5.2,
C09C,V16E,56.8,15,
C09D,V16E,51.5,6.4,
C09E,V16E,64.5,3.3,
C09A,V17A,67.8,2.7,
C09B,V17A,66.1,4.4,
C09C,V17A,59.2,10.2,
C09D,V17A,68.4,4.7,
C09E,V17A,67.8,2.3,
C09A,V17B,18.9,2.7,
C09B,V17B,19.4,3.8,
C09C,V17B,16.2,9.1,**
C09D,V17B,21.6,4.7,
C09E,V17B,18.4,2.5,
C09A,V17C,13.3,2,
C09B,V17C,14.2,3.5,
C09C,V17C,17.2,9.6,**
C09D,V17C,15.4,4.2,
C09E,V17C,12.5,1.8,
C09A,V17D,30.7,2.9,
C09B,V17D,34.4,4.6,
C09C,V17D,25.8,10.4,*
C09D,V17D,31.3,4.6,
C09E,V17D,32.7,3,
C09A,V17E,37.2,3,
C09B,V17E,32,5.1,
C09C,V17E,40.7,11.6,
C09D,V17E,31.7,5.4,
C09E,V17E,36.4,3.1,
C09A,V18A,54.4,2.6,
C09B,V18A,59.1,4.1,
C09C,V18A,56.9,12.3,
C09D,V18A,61.7,4.7,
C09E,V18A,53.6,2.7,
C09A,V18B,61,3.7,
C09B,V18B,69.6,4.9,
C09C,V18B,64.2,13.1,
C09D,V18B,66.7,5.2,
C09E,V18B,62.6,3.4,
C09A,V18C,11.6,2.2,
C09B,V18C,11,3.5,*
C09C,V18C,12.2,8.1,**
C09D,V18C,11.9,3.7,*
C09E,V18C,11.1,2.3,
C09A,V18D,19.7,3,
C09B,V18D,14.9,3.5,
C09C,V18D,14,7.8,**
C09D,V18D,14.6,4.1,
C09E,V18D,20.2,3,
C09A,V18E,7.6,1.9,
C09B,V18E,4.6,1.9,*
C09C,V18E,S,,
C09D,V18E,6.8,3.2,*
C09E,V18E,6.2,1.6,
C09A,V19A,28.8,2.1,
C09B,V19A,32.7,3.7,
C09C,V19A,36,9.7,
C09D,V19A,29.8,3.9,
C09E,V19A,29.3,2.4,
C09A,V19B,37.5,4.4,
C09B,V19B,46.1,6.1,
C09C,V19B,58.7,17.7,*
C09D,V19B,47.5,8.3,
C09E,V19B,35,3.7,
C09A,V19C,16.2,3.6,
C09B,V19C,16.5,4.5,
C09C,V19C,12.6,10.4,**
C09D,V19C,19.4,7.7,*
C09E,V19C,15.6,3,
C09A,V19D,26,4.3,
C09B,V19D,23.1,5.5,
C09C,V19D,19.3,15.5,**
C09D,V19D,15.4,6,*
C09E,V19D,29.5,3.4,
C09A,V19E,20.4,3.5,
C09B,V19E,14.2,4.9,*
C09C,V19E,S,,
C09D,V19E,17.7,5.5,*
C09E,V19E,19.9,3.6,
C09A,V20A,4.4,1,
C09B,V20A,5.3,1.7,*
C09C,V20A,8.1,5.1,**
C09D,V20A,6.5,2.3,*
C09E,V20A,3.5,0.8,
C09A,V20B,33,13.4,*
C09B,V20B,35.3,14.3,*
C09C,V20B,71.2,30.5,*
C09D,V20B,37.2,18.4,*
C09E,V20B,20.5,10.1,*
C09A,V20C,8.3,6.6,**
C09B,V20C,S,,
C09C,V20C,S,,
C09D,V20C,S,,
C09E,V20C,10.1,6.9,**
C09A,V20D,20.9,10.5,*
C09B,V20D,28,16.9,**
C09C,V20D,S,,
C09D,V20D,S,,
C09E,V20D,28.1,10.7,*
C09A,V20E,37.7,13.1,*
C09B,V20E,30.5,13.9,*
C09C,V20E,S,,
C09D,V20E,37.3,17,*
C09E,V20E,41.3,12.6,*
C09A,V21A,23.9,2.4,
C09B,V21A,28.3,3.2,
C09C,V21A,30.8,9.4,*
C09D,V21A,31,3.5,
C09E,V21A,22.5,2.3,
C09A,V21B,27,4.9,
C09B,V21B,34.3,6.4,
C09C,V21B,43.9,18.5,*
C09D,V21B,32.7,7.6,
C09E,V21B,25.4,4.2,
C09A,V21C,13.5,3.7,
C09B,V21C,13.9,6.1,*
C09C,V21C,16.7,12.5,**
C09D,V21C,13.4,5.6,*
C09E,V21C,13.2,4,*
C09A,V21D,29.7,5.1,
C09B,V21D,20,5.3,
C09C,V21D,24.4,16,**
C09D,V21D,19.6,6.4,*
C09E,V21D,30,5,
C09A,V21E,29.8,4.7,
C09B,V21E,31.8,7.6,
C09C,V21E,15,10.6,**
C09D,V21E,34.3,7.6,
C09E,V21E,31.4,5.3,
C09A,V22A,20.4,2.1,
C09B,V22A,26.6,3.3,
C09C,V22A,30.7,9.1,
C09D,V22A,27.5,4.1,
C09E,V22A,19.4,1.9,
C09A,V22B,8.9,3.6,*
C09B,V22B,10.9,4.5,*
C09C,V22B,17.9,12.1,**
C09D,V22B,10.2,5.3,**
C09E,V22B,7.8,3.1,*
C09A,V22C,8.3,4,*
C09B,V22C,7.6,4.2,**
C09C,V22C,S,,
C09D,V22C,7.6,5.1,**
C09E,V22C,6.5,2.8,*
C09A,V22D,21.9,4.7,
C09B,V22D,19.9,5.5,
C09C,V22D,17,10.7,**
C09D,V22D,22,6.6,*
C09E,V22D,21.5,4.3,
C09A,V22E,60.8,5.4,
C09B,V22E,61.6,7.6,
C09C,V22E,48.2,18,*
C09D,V22E,60.1,8.8,
C09E,V22E,64.3,5.7,
C10A,V00T,27,1.7,
C10B,V00T,44.5,2,
C10C,V00T,10,1.2,
C10D,V00T,18.4,1.4,
C10A,V01A,90.5,2.6,
C10B,V01A,80,3.3,
C10C,V01A,80.1,5.1,
C10D,V01A,83.6,3.3,
C10A,V01B,9.5,2.6,
C10B,V01B,20,3.3,
C10C,V01B,19.9,5.1,
C10D,V01B,16.4,3.3,
C10A,V01C,46.3,11.5,
C10B,V01C,33.3,9,
C10C,V01C,S,,
C10D,V01C,30.8,10.6,*
C10A,V01D,15.8,10.2,**
C10B,V01D,26.4,7.8,
C10C,V01D,29.3,13.6,*
C10D,V01D,22.7,10.1,*
C10A,V01E,38,10.9,
C10B,V01E,40.4,9.8,
C10C,V01E,62.8,14.9,
C10D,V01E,46.5,9.5,
C10A,V02A,73.1,3.5,
C10B,V02A,59.7,3.8,
C10C,V02A,54.9,6.1,
C10D,V02A,61.8,4.1,
C10A,V02B,26.9,3.5,
C10B,V02B,40.3,3.8,
C10C,V02B,45.1,6.1,
C10D,V02B,38.2,4.1,
C10A,V02C,19.6,6.4,*
C10B,V02C,17.3,5.5,*
C10C,V02C,19.3,7.7,*
C10D,V02C,19.5,5.4,
C10A,V02D,17,6.3,*
C10B,V02D,17.4,5.3,*
C10C,V02D,7.7,5.3,**
C10D,V02D,15.7,6.1,*
C10A,V02E,19.9,5.3,
C10B,V02E,27.1,5.5,
C10C,V02E,26.5,7.6,
C10D,V02E,30.5,6.4,
C10A,V02F,43.5,7.7,
C10B,V02F,38.3,6,
C10C,V02F,46.4,10.7,
C10D,V02F,34.2,7.5,
C10A,V03A,51.9,3.9,
C10B,V03A,48.3,3.7,
C10C,V03A,38.5,5.5,
C10D,V03A,41.2,4.2,
C10A,V03B,88.5,2.4,
C10B,V03B,83.4,2.9,
C10C,V03B,74.8,5,
C10D,V03B,78.9,3.6,
C10A,V03C,31.7,3.9,
C10B,V03C,31.3,3.4,
C10C,V03C,25.7,5.7,
C10D,V03C,31.7,4.3,
C10A,V04A,13.2,2.4,
C10B,V04A,19.7,2.7,
C10C,V04A,16.5,5.5,*
C10D,V04A,13.9,3.6,
C10A,V04B,1.9,1,**
C10B,V04B,3.1,1.7,**
C10C,V04B,2,1.7,**
C10D,V04B,3.2,1.7,**
C10A,V04C,3.9,1.3,*
C10B,V04C,4.5,1.4,*
C10C,V04C,3.8,2.3,**
C10D,V04C,5,2.1,*
C10A,V04D,81,2.8,
C10B,V04D,72.7,3.1,
C10C,V04D,77.7,5.3,
C10D,V04D,77.9,3.6,
C10A,V05A,60.5,4.5,
C10B,V05A,63.6,3.7,
C10C,V05A,58.4,6,
C10D,V05A,59.9,4.4,
C10A,V05B,6,1.8,
C10B,V05B,4.8,1.5,*
C10C,V05B,6.6,3.3,**
C10D,V05B,4.5,1.6,*
C10A,V05C,5,2,*
C10B,V05C,5,1.4,
C10C,V05C,4.3,2.4,**
C10D,V05C,5,1.9,*
C10A,V05D,28.4,3.6,
C10B,V05D,26.6,3,
C10C,V05D,30.7,5,
C10D,V05D,30.5,4.2,
C10A,V06A,22.7,3,
C10B,V06A,33.8,3.6,
C10C,V06A,30.7,5.9,
C10D,V06A,20,3.5,
C10A,V06B,3.8,1.3,*
C10B,V06B,8.2,2.1,
C10C,V06B,6.4,2.7,*
C10D,V06B,6.2,2.3,*
C10A,V06C,3.5,1,*
C10B,V06C,6.3,1.9,
C10C,V06C,8.4,4.3,**
C10D,V06C,4.8,2.3,*
C10A,V06D,70,3.6,
C10B,V06D,51.7,3.5,
C10C,V06D,54.4,6.2,
C10D,V06D,68.9,4.6,
C10A,V07A,4.7,1.4,
C10B,V07A,6.1,1.7,
C10C,V07A,4.9,2.5,**
C10D,V07A,7.1,2.5,*
C10A,V07B,1.4,1.1,**
C10B,V07B,1,0.7,**
C10C,V07B,S,,
C10D,V07B,2.1,1.6,**
C10A,V07C,2.4,1.1,*
C10B,V07C,2.9,1.2,*
C10C,V07C,2.7,2.2,**
C10D,V07C,2.1,1.3,**
C10A,V07D,91.5,1.9,
C10B,V07D,90,2.2,
C10C,V07D,90.7,3.3,
C10D,V07D,88.7,3.2,
C10A,V08A,3.3,1.4,*
C10B,V08A,6.2,1.6,
C10C,V08A,7.3,3.3,*
C10D,V08A,5.1,1.8,*
C10A,V08B,1.2,0.7,**
C10B,V08B,1.7,1,**
C10C,V08B,2.9,2.2,**
C10D,V08B,3.7,1.9,**
C10A,V08C,3.2,1.6,*
C10B,V08C,3.5,1.3,*
C10C,V08C,2.7,1.9,**
C10D,V08C,3.7,1.7,*
C10A,V08D,92.3,2.2,
C10B,V08D,88.5,2.2,
C10C,V08D,87.1,4.3,
C10D,V08D,87.4,2.8,
C10A,V09A,12.9,2.3,
C10B,V09A,9.4,2,
C10C,V09A,10.1,4,*
C10D,V09A,13.8,2.9,
C10A,V09B,2.5,1.1,*
C10B,V09B,2,1,*
C10C,V09B,3.4,2.1,**
C10D,V09B,2.6,1.3,*
C10A,V09C,4,1.3,*
C10B,V09C,5.7,1.9,*
C10C,V09C,5.4,3.8,**
C10D,V09C,6,2.2,*
C10A,V09D,80.6,2.7,
C10B,V09D,82.9,2.8,
C10C,V09D,81.1,5,
C10D,V09D,77.6,3.9,
C10A,V10A,6.5,1.7,
C10B,V10A,8.5,1.9,
C10C,V10A,11,3.9,*
C10D,V10A,8.3,2.3,
C10A,V10B,1.8,0.9,*
C10B,V10B,3.8,1.6,*
C10C,V10B,2.2,2.1,**
C10D,V10B,3.5,2.1,**
C10A,V10C,4.6,1.9,*
C10B,V10C,6.3,1.6,
C10C,V10C,4.4,3.1,**
C10D,V10C,5.2,1.9,*
C10A,V10D,87.1,2.9,
C10B,V10D,81.5,2.7,
C10C,V10D,82.4,5.5,
C10D,V10D,83,3.2,
C10A,V11A,35.2,3.2,
C10B,V11A,34.5,3.5,
C10C,V11A,28.6,5.6,
C10D,V11A,35.8,4.9,
C10A,V11B,2.4,1.5,**
C10B,V11B,3.8,2.7,**
C10C,V11B,7.3,6.5,**
C10D,V11B,4.3,3.2,**
C10A,V11C,7,3.7,**
C10B,V11C,5.7,2.6,*
C10C,V11C,13.8,9,**
C10D,V11C,7.6,4.9,**
C10A,V11D,33.5,5.4,
C10B,V11D,39,6.4,
C10C,V11D,30.1,11.5,*
C10D,V11D,38.2,7,
C10A,V11E,57.1,5.9,
C10B,V11E,51.5,6.6,
C10C,V11E,48.8,12.9,
C10D,V11E,49.9,7.5,
C10A,V12A,38.3,3.8,
C10B,V12A,40.5,3.9,
C10C,V12A,39.8,6.5,
C10D,V12A,43.7,4.6,
C10A,V12B,2.9,1.6,**
C10B,V12B,6.7,3.8,**
C10C,V12B,7.3,4.9,**
C10D,V12B,5.7,3.5,**
C10A,V12C,5.9,3,**
C10B,V12C,6.5,3.7,**
C10C,V12C,7.5,5.6,**
C10D,V12C,12.9,6.6,**
C10A,V12D,35.2,5.2,
C10B,V12D,23.3,5.3,
C10C,V12D,23.6,9.4,*
C10D,V12D,29.9,5.9,
C10A,V12E,55.9,6.4,
C10B,V12E,63.6,6.3,
C10C,V12E,61.6,10.3,
C10D,V12E,51.4,6.9,
C10A,V13A,44,4.4,
C10B,V13A,48.5,3.5,
C10C,V13A,47.7,7.1,
C10D,V13A,43.2,4.3,
C10A,V13B,2.7,2,**
C10B,V13B,3.2,2.2,**
C10C,V13B,5.1,3.8,**
C10D,V13B,4.2,2.7,**
C10A,V13C,8.3,5.1,**
C10B,V13C,5.1,2.1,*
C10C,V13C,7.1,4.1,**
C10D,V13C,7.9,3,*
C10A,V13D,29.8,5.7,
C10B,V13D,35.6,5,
C10C,V13D,32.8,9,
C10D,V13D,36,6.9,
C10A,V13E,59.2,4.4,
C10B,V13E,56.1,4.8,
C10C,V13E,55,9.6,
C10D,V13E,51.8,6.7,
C10A,V14A,39.9,4,
C10B,V14A,44,3.8,
C10C,V14A,37.7,6.7,
C10D,V14A,40.6,4.7,
C10A,V14B,2.8,1.5,**
C10B,V14B,2.4,1.9,**
C10C,V14B,S,,
C10D,V14B,3,1.9,**
C10A,V14C,3.5,1.9,**
C10B,V14C,4.7,2,*
C10C,V14C,3.7,2.8,**
C10D,V14C,5.6,3.7,**
C10A,V14D,30,4.6,
C10B,V14D,35.4,4.2,
C10C,V14D,35.8,10.6,
C10D,V14D,28.2,5.7,
C10A,V14E,63.7,5.3,
C10B,V14E,57.5,4.6,
C10C,V14E,59.8,10.9,
C10D,V14E,63.2,6.7,
C10A,V15A,33.3,3.2,
C10B,V15A,36.4,3.6,
C10C,V15A,26,6.2,
C10D,V15A,28.6,3.7,
C10A,V15B,5.5,2.4,*
C10B,V15B,5.1,2.9,**
C10C,V15B,S,,
C10D,V15B,4.9,3.5,**
C10A,V15C,3.8,2,**
C10B,V15C,5,2.7,**
C10C,V15C,S,,
C10D,V15C,6.9,3.7,**
C10A,V15D,28.4,5.9,
C10B,V15D,29.6,5.1,
C10C,V15D,40,11.1,
C10D,V15D,31.4,7.5,
C10A,V15E,62.4,6,
C10B,V15E,60.3,5.5,
C10C,V15E,60,11.1,
C10D,V15E,56.8,7.9,
C10A,V16A,43.4,3.4,
C10B,V16A,56.5,3.6,
C10C,V16A,52,6.6,
C10D,V16A,39.1,3.9,
C10A,V16B,3.3,1.6,*
C10B,V16B,4.7,2.4,**
C10C,V16B,S,,
C10D,V16B,1.7,1.4,**
C10A,V16C,3.9,1.8,*
C10B,V16C,8.2,3.2,*
C10C,V16C,4.3,4,**
C10D,V16C,5.7,3.7,**
C10A,V16D,30.7,4.5,
C10B,V16D,27.1,3.9,
C10C,V16D,38.3,10,
C10D,V16D,28.7,6.8,
C10A,V16E,62.1,5.4,
C10B,V16E,60,4.4,
C10C,V16E,53.7,9.2,
C10D,V16E,63.9,7.5,
C10A,V17A,65,3.6,
C10B,V17A,74.2,3.6,
C10C,V17A,59.5,6.6,
C10D,V17A,57.7,4.6,
C10A,V17B,20.3,4.6,
C10B,V17B,19.3,3.4,
C10C,V17B,18.9,7.1,*
C10D,V17B,16.3,4,
C10A,V17C,10.1,2.7,
C10B,V17C,14.6,2.7,
C10C,V17C,13.3,6.5,*
C10D,V17C,16.6,4.5,
C10A,V17D,32.1,4.5,
C10B,V17D,30.9,3.7,
C10C,V17D,35.4,9.3,
C10D,V17D,32.4,5,
C10A,V17E,37.4,5.3,
C10B,V17E,35.3,3.7,
C10C,V17E,32.3,7.8,
C10D,V17E,34.7,5.3,
C10A,V18A,49.1,3.5,
C10B,V18A,60,3.6,
C10C,V18A,68.7,6.7,
C10D,V18A,49.6,4.1,
C10A,V18B,60.3,6.1,
C10B,V18B,66.4,4,
C10C,V18B,70.2,8.4,
C10D,V18B,56.8,5.7,
C10A,V18C,10.2,3.5,*
C10B,V18C,10,2.8,
C10C,V18C,12.5,5.7,*
C10D,V18C,16.4,5.5,*
C10A,V18D,23.3,5.2,
C10B,V18D,16.9,3.6,
C10C,V18D,14.5,6,*
C10D,V18D,16.5,4.1,
C10A,V18E,6.2,2.2,*
C10B,V18E,6.6,2.3,*
C10C,V18E,2.8,2,**
C10D,V18E,10.3,3.8,*
C10A,V19A,30.4,3.7,
C10B,V19A,27.7,3.1,
C10C,V19A,35.1,6.9,
C10D,V19A,32.3,4.1,
C10A,V19B,33.8,5.4,
C10B,V19B,42.8,6.1,
C10C,V19B,45.4,12.3,
C10D,V19B,42.3,8.2,
C10A,V19C,12.7,3.9,*
C10B,V19C,20,5.9,
C10C,V19C,15.8,8.4,**
C10D,V19C,13.8,4.7,*
C10A,V19D,31.8,6.8,
C10B,V19D,22.4,5.7,
C10C,V19D,17.8,9.5,**
C10D,V19D,24.9,6.1,
C10A,V19E,21.6,5,
C10B,V19E,14.9,4.5,
C10C,V19E,21,9.9,*
C10D,V19E,19,7.6,*
C10A,V20A,2.1,0.9,*
C10B,V20A,5.7,1.5,
C10C,V20A,10,4,*
C10D,V20A,2.8,1.4,*
C10A,V20B,21.5,17.1,**
C10B,V20B,29.7,15.4,**
C10C,V20B,46.9,21.7,*
C10D,V20B,42.8,29.8,**
C10A,V20C,S,,
C10B,V20C,S,,
C10C,V20C,S,,
C10D,V20C,S,,
C10A,V20D,S,,
C10B,V20D,30.8,13.8,*
C10C,V20D,S,,
C10D,V20D,16.7,16.1,**
C10A,V20E,51.1,24.4,*
C10B,V20E,33.2,14.1,*
C10C,V20E,27.5,16.9,**
C10D,V20E,40.5,27,**
C10A,V21A,17.2,2.4,
C10B,V21A,29,3.1,
C10C,V21A,35.5,6.4,
C10D,V21A,23.4,3.3,
C10A,V21B,22.9,6.8,
C10B,V21B,31.7,6,
C10C,V21B,39.1,10.5,
C10D,V21B,22.4,7.7,*
C10A,V21C,13.2,8.3,**
C10B,V21C,11.7,4.7,*
C10C,V21C,13.9,7.5,**
C10D,V21C,19.8,11.1,**
C10A,V21D,27.2,8,
C10B,V21D,28.3,5.9,
C10C,V21D,26.3,9.6,*
C10D,V21D,18.8,6.1,*
C10A,V21E,36.8,10.5,
C10B,V21E,28.4,6,
C10C,V21E,20.7,7.9,*
C10D,V21E,39,9.4,
C10A,V22A,15.9,2.9,
C10B,V22A,24.2,3,
C10C,V22A,33.3,5.7,
C10D,V22A,21.6,4,
C10A,V22B,5.3,4.3,**
C10B,V22B,11.9,4.9,*
C10C,V22B,10.9,6.7,**
C10D,V22B,7.3,5.6,**
C10A,V22C,6.9,4.5,**
C10B,V22C,10,5,*
C10C,V22C,6.9,5.2,**
C10D,V22C,4.9,6.5,***
C10A,V22D,19.9,7,*
C10B,V22D,20.1,5.3,
C10C,V22D,26.2,10.9,*
C10D,V22D,21,8.5,*
C10A,V22E,67.9,9.6,
C10B,V22E,58,7.8,
C10C,V22E,56,11.4,
C10D,V22E,66.8,10,
C11A,V00T,6.3,1,
C11B,V00T,13,1.3,
C11C,V00T,14.5,1.2,
C11D,V00T,32.8,1.2,
C11E,V00T,33.4,1.1,
C11A,V01A,81.2,6.5,
C11B,V01A,84.4,5.2,
C11C,V01A,79.5,5,
C11D,V01A,88,2.7,
C11E,V01A,81.5,3.3,
C11A,V01B,18.8,6.5,*
C11B,V01B,15.6,5.2,*
C11C,V01B,20.5,5,
C11D,V01B,12,2.7,
C11E,V01B,18.5,3.3,
C11A,V01C,S,,
C11B,V01C,36.1,18,**
C11C,V01C,33.3,12.7,*
C11D,V01C,43.8,13.3,*
C11E,V01C,28.1,8.9,*
C11A,V01D,32.4,18.1,**
C11B,V01D,23.9,13,**
C11C,V01D,29.3,13.1,*
C11D,V01D,19.5,10.6,**
C11E,V01D,23.1,9.6,*
C11A,V01E,64.7,19.7,*
C11B,V01E,40,16,*
C11C,V01E,37.4,13.9,*
C11D,V01E,36.7,9.6,
C11E,V01E,48.8,11.4,
C11A,V02A,54.2,8.6,
C11B,V02A,60.4,5.2,
C11C,V02A,63.5,5.4,
C11D,V02A,68.7,3.8,
C11E,V02A,61.4,4.2,
C11A,V02B,45.8,8.6,
C11B,V02B,39.6,5.2,
C11C,V02B,36.5,5.4,
C11D,V02B,31.3,3.8,
C11E,V02B,38.6,4.2,
C11A,V02C,20.8,9.7,*
C11B,V02C,15,6.5,*
C11C,V02C,19.4,8.2,*
C11D,V02C,17.7,5,
C11E,V02C,19.2,4.9,
C11A,V02D,S,,
C11B,V02D,13.8,8.6,**
C11C,V02D,16.3,7,*
C11D,V02D,20.3,6.5,*
C11E,V02D,15.5,5.6,*
C11A,V02E,25.9,9.9,*
C11B,V02E,32.7,10.1,*
C11C,V02E,30.6,10.4,*
C11D,V02E,22.8,5.1,
C11E,V02E,24.2,5.4,
C11A,V02F,48.1,13.8,
C11B,V02F,38.5,10.9,
C11C,V02F,33.7,11.7,*
C11D,V02F,39.2,6.7,
C11E,V02F,41.2,7.3,
C11A,V03A,31.7,7.4,
C11B,V03A,44.8,5.5,
C11C,V03A,45.1,7.6,
C11D,V03A,48.2,4.2,
C11E,V03A,50.4,4.2,
C11A,V03B,70.7,6.7,
C11B,V03B,79.7,4.7,
C11C,V03B,83.9,4.3,
C11D,V03B,84.7,2.6,
C11E,V03B,85.1,2.9,
C11A,V03C,26.2,8.6,*
C11B,V03C,33.9,5.7,
C11C,V03C,28.4,5.3,
C11D,V03C,33.1,3.3,
C11E,V03C,29.5,4,
C11A,V04A,19,7.1,*
C11B,V04A,12,4.4,*
C11C,V04A,17.5,5,
C11D,V04A,14.6,2.5,
C11E,V04A,19.2,2.8,
C11A,V04B,S,,
C11B,V04B,S,,
C11C,V04B,2.3,1.7,**
C11D,V04B,1.7,1.1,**
C11E,V04B,4.4,1.7,*
C11A,V04C,2.2,1.8,**
C11B,V04C,3.5,1.9,**
C11C,V04C,5.5,2.9,**
C11D,V04C,4.2,1.5,*
C11E,V04C,4.7,1.6,*
C11A,V04D,77.2,7.1,
C11B,V04D,82.7,5.2,
C11C,V04D,74.7,5.2,
C11D,V04D,79.5,2.6,
C11E,V04D,71.7,3.1,
C11A,V05A,55.8,8.3,
C11B,V05A,60.6,5.9,
C11C,V05A,66.6,6.1,
C11D,V05A,62.5,3.7,
C11E,V05A,59.9,3.6,
C11A,V05B,9.1,5.1,**
C11B,V05B,4.4,2.3,**
C11C,V05B,4.8,2.7,**
C11D,V05B,5.1,2,*
C11E,V05B,5.2,1.7,*
C11A,V05C,3.3,2.9,**
C11B,V05C,4.8,2.9,**
C11C,V05C,5,2.4,*
C11D,V05C,5.2,1.7,*
C11E,V05C,5,1.5,
C11A,V05D,31.8,7,
C11B,V05D,30.1,5.9,
C11C,V05D,23.6,4.5,
C11D,V05D,27.2,2.9,
C11E,V05D,29.9,3.5,
C11A,V06A,33.2,7.1,
C11B,V06A,24.3,4.6,
C11C,V06A,46.1,5.7,
C11D,V06A,19.4,2.7,
C11E,V06A,28.8,3.2,
C11A,V06B,8.6,4.2,*
C11B,V06B,9.3,3.3,*
C11C,V06B,8.7,4.1,*
C11D,V06B,4.7,1.8,*
C11E,V06B,5.8,1.6,
C11A,V06C,9.3,6.6,**
C11B,V06C,5.3,2.5,*
C11C,V06C,7.4,3.5,*
C11D,V06C,3.5,1.2,*
C11E,V06C,5.9,1.9,*
C11A,V06D,48.8,7.9,
C11B,V06D,61,5.9,
C11C,V06D,37.8,6,
C11D,V06D,72.4,3.1,
C11E,V06D,59.5,3.9,
C11A,V07A,3.4,2.9,**
C11B,V07A,2.4,2,**
C11C,V07A,2.8,1.7,**
C11D,V07A,8.3,2,
C11E,V07A,6.3,2,*
C11A,V07B,S,,
C11B,V07B,S,,
C11C,V07B,S,,
C11D,V07B,1.9,1.1,**
C11E,V07B,1.6,1.1,**
C11A,V07C,S,,
C11B,V07C,1.2,1.1,**
C11C,V07C,2.2,1.8,**
C11D,V07C,2.6,1,*
C11E,V07C,3.4,1.6,*
C11A,V07D,94.5,3.2,
C11B,V07D,95.8,2.3,
C11C,V07D,94.5,2.5,
C11D,V07D,87.2,2.3,
C11E,V07D,88.7,2.6,
C11A,V08A,7.3,4.1,**
C11B,V08A,3.1,1.9,**
C11C,V08A,3.5,2.3,**
C11D,V08A,5.1,1.7,*
C11E,V08A,6.8,2,
C11A,V08B,S,,
C11B,V08B,S,,
C11C,V08B,S,,
C11D,V08B,2.7,1.3,*
C11E,V08B,2.3,1.1,*
C11A,V08C,3.2,2.6,**
C11B,V08C,3.8,2.3,**
C11C,V08C,S,,
C11D,V08C,3.9,1.4,*
C11E,V08C,3.5,1.4,*
C11A,V08D,87.2,5.4,
C11B,V08D,92.6,3.4,
C11C,V08D,93.6,3.4,
C11D,V08D,88.3,2.2,
C11E,V08D,87.5,2.6,
C11A,V09A,12.3,6.2,**
C11B,V09A,14.1,4,
C11C,V09A,2.9,2.1,**
C11D,V09A,19.4,2.8,
C11E,V09A,5.3,1.7,*
C11A,V09B,S,,
C11B,V09B,2.5,2.1,**
C11C,V09B,S,,
C11D,V09B,3.7,1.2,*
C11E,V09B,1.5,0.9,**
C11A,V09C,6.6,5.8,**
C11B,V09C,7.7,3.3,*
C11C,V09C,3.8,2.4,**
C11D,V09C,6.9,1.7,
C11E,V09C,3.1,1.4,*
C11A,V09D,78.7,7.8,
C11B,V09D,75.6,5.2,
C11C,V09D,91.9,3.6,
C11D,V09D,70,3.2,
C11E,V09D,90.1,2.2,
C11A,V10A,9.4,4.5,*
C11B,V10A,9.3,3.5,*
C11C,V10A,8.6,3.3,*
C11D,V10A,9.1,2,
C11E,V10A,6.3,1.7,
C11A,V10B,S,,
C11B,V10B,1.9,1.4,**
C11C,V10B,2.7,2.1,**
C11D,V10B,3.6,1.9,**
C11E,V10B,3.5,1.3,*
C11A,V10C,S,,
C11B,V10C,3.7,2.2,**
C11C,V10C,6.7,3.3,*
C11D,V10C,5.9,2,*
C11E,V10C,5.6,1.7,*
C11A,V10D,87.1,5.9,
C11B,V10D,85,4,
C11C,V10D,82,5.3,
C11D,V10D,81.4,3.2,
C11E,V10D,84.7,2.8,
C11A,V11A,28.2,6.5,
C11B,V11A,41,5.7,
C11C,V11A,30.8,5.8,
C11D,V11A,39.2,3.9,
C11E,V11A,29.4,3.6,
C11A,V11B,S,,
C11B,V11B,S,,
C11C,V11B,S,,
C11D,V11B,4.1,2.9,**
C11E,V11B,5.4,3.2,**
C11A,V11C,S,,
C11B,V11C,4.2,3.1,**
C11C,V11C,5.7,5.3,**
C11D,V11C,8.8,3.6,*
C11E,V11C,6.8,3.6,**
C11A,V11D,34.4,16.4,*
C11B,V11D,38.2,11.6,*
C11C,V11D,38.2,11.1,
C11D,V11D,36,5,
C11E,V11D,36.6,6,
C11A,V11E,55.4,17,*
C11B,V11E,55.8,11.3,
C11C,V11E,54.6,11.1,
C11D,V11E,51.1,5.2,
C11E,V11E,51.1,6.6,
C11A,V12A,43.6,9.2,
C11B,V12A,40.5,5.1,
C11C,V12A,41.3,6.3,
C11D,V12A,39.8,3.4,
C11E,V12A,40,3.6,
C11A,V12B,S,,
C11B,V12B,S,,
C11C,V12B,4.3,3.7,**
C11D,V12B,6.9,4.1,**
C11E,V12B,7.6,3.5,*
C11A,V12C,S,,
