title,artist,album,danceable, not_danceable, genre_cla, genre_dan, genre_hip, genre_jaz, genre_pop, genre_rhy, genre_roc, genre_spe,mood_cluster1,mood_cluster2,mood_cluster3,mood_cluster4,mood_cluster5, timbre_bright, timbre_dark, instrumental, voice, loudness,bpm,spotify_url,genre,mood,timbre,instrumental,tempo,danceability
Who Shot Lee Oswald?,Fat White Family,Champagne Holocaust,0.690300881863,0.30969908833500000,0.658063173294,0.00364396022633,0.004312872421000000,0.0530603639781,0.162533015013,0.057225510478,0.0500799044967,0.011081183329200000,0.0677675530314,0.213381305337,0.373773187399,0.25943434238400000,0.0856436118484,0.376741468906,0.623258531094,0.0991135463119,0.90088647604,0.924246191978,98.0395965576,spotify:track:2wyTC3khkHgyEOSUzCMKTW,2,12,16,18,20,0
The Faltering Flame,Seán Tyrrell,Belladonna,0.999999880791,1.00000008274E-07,0.486274391413,0.00953050237149,0.020192556083200000,0.215902969241,0.0643620863557,0.142113387585,0.0197746120393,0.041849501431,0.0772226452827,0.0444035679102,0.227747857571,0.0306320842355,0.6199938654900000,0.856933116913,0.143066912889,0.09523306041960000,0.904766917229,0.7153860926630000,98.57702636720000,spotify:track:6MZ0oRU3jlNve3V4OUyDpk,2,14,15,18,20,0
16. Sonata X in F major - IV G,Arcangelo Corelli,"CorelliViolin Sonatas, Op 5 (12 sonate a violino e violone o cimbalo) /Trio Veracini",0.701125025749,0.298874974251,0.929661929607,0.00373952463269,0.0217018779367,0.0229546036571,0.00717563787475,0.00855335220695,0.0048440694809,0.00136898038909,0.0330709852278,0.270193487406,0.551519155502,0.137301072478,0.00791526772082,0.999999523163,4.57187155689E-07,0.99315071106,0.006849281955510000,0.80999058485,98.6719436646,Not Found,2,12,15,17,20,0
Home in Negative,Steven Wilson,Grace for Drowning,0.999999880791,1.00000008274E-07,0.463718444109,0.006573210470380000,0.0103843826801,0.282563447952,0.07242347300050000,0.139549061656,0.0102835893631,0.0145043898374,0.0772226452827,0.0444035679102,0.227747857571,0.0306320842355,0.6199938654900000,0.7588478326800000,0.24115216732,0.0781203731894,0.921879649162,0.699780285358,98.7728042603,Not Found,2,14,15,18,20,0
Golliwogs Cakewalk from Childrens Corner,Claude Debussy,Piano Dance: A 20th-Century Portrait,0.787023246288,0.212976738811,0.961055397987,0.000839836604428,0.00356125622056,0.017565360292800000,0.0013784866314400000,0.00370862497948,0.000493281113449,0.0113977408037,0.0772226452827,0.0444035679102,0.227747857571,0.0306320842355,0.6199938654900000,0.304160535336,0.6958394646640000,0.99998742342,1.25905362438E-05,0.162504777312,99.2847824097,spotify:track:17s4g3DOyROm0kHhm0FHFG,2,14,16,17,20,0
Help of Hamas,Muslimgauze,Beyond the Blue Mosque,0.581725358963,0.418274641037,0.5941571593280000,0.016442595049700000,0.0501995868981,0.148241698742,0.0619477182627,0.0153489280492,0.105979450047,0.00768286222592,0.07062988728280000,0.0522046685219,0.206951573491,0.0329479426146,0.637265920639,0.650623738766,0.349376261234,0.186729475856,0.813270509243,0.197001442313,99.83870697020000,spotify:track:3AD76KCFOs0kd1jdZLRrFU,2,14,15,18,20,0
"Clavier-Büchlein Für Anna Magdalena Bach 1725: Suite 1 Pour Le Clavessin, BWV 812: I. Allemande",Johann Sebastian Bach,Bach: Hänssler Edt. Vol.35: Werke Für Tasteninstrumente (Disc2: Clavier-Büchlein Für Anna Magdalena Bach 1725),0.8493450880050000,0.150654897094,0.28746321797400000,0.0323980897665,0.0317444913089,0.260635107756,0.109767563641,0.187869057059,0.0459447316825,0.0441777333617,0.059404566884,0.0475014746189,0.6886450052260000,0.0921161845326,0.112332776189,0.566704332829,0.4332956969740000,0.99695456028,0.00304542155936,0.4206340610980000,100.16547393800000,Not Found,2,12,15,17,20,0
Victor Lava,Morbid Angel,Heretic,0.765483379364,0.234516605735,0.435566872358,0.0222351774573,0.079034499824,0.118279024959,0.0472982153296,0.103342965245,0.108002997935,0.0862402394414,0.202581599355,0.234764024615,0.0691372305155,0.210456773639,0.283060401678,0.663822770119,0.336177229881,0.933499515057,0.0665004849434,0.323624998331,100.497787476,Not Found,2,14,15,17,20,0
"Piano Sonata No. 14 In C-Sharp Minor, Op. 27 No. 2 Moonlight: I. Adagio Sostenuto",Ludwig Van Beethoven,"The Piano Sonatas, Vol. IV: Sonatas Opp. 26, 27 And 28",0.999999880791,1.00000008274E-07,0.939258515835,0.00151255517267,0.00434453040361,0.0313366167247,0.00469201663509,0.00941190030426,0.00162052176893,0.00782331638038,0.0772226452827,0.0444035679102,0.227747857571,0.0306320842355,0.6199938654900000,0.0268938671798,0.973106145859,0.999999821186,1.55447750672E-07,0.353948503733,100.887687683,spotify:track:3cpF8UITdmoAL4tPR0vPdM,2,14,16,17,20,0
Main Title / Approaching the Death Star,John Williams,Star Wars Trilogy: The Original Soundtrack Anthology,0.999999880791,1.00000008274E-07,0.7308111786840000,0.00387881183997,0.0107230339199,0.16530059278000000,0.019737387076,0.0587560720742,0.00468193972483,0.006110954564060000,0.0772226452827,0.0444035679102,0.227747857571,0.0306320842355,0.6199938654900000,0.406030744314,0.5939692258830000,0.924406170845,0.0755938217044,0.0296816769987,101.22338867200000,Not Found,2,14,16,17,20,0
Jambalaya,Jerry Lee Lewis (International) 02,"Live at the International, Las Vegas",0.867455482483,0.13254454731900000,0.422724932432,0.0110728973523,0.0312097668648,0.0531971901655,0.130435362458,0.0697857365012,0.25656419992400000,0.0250099096447,0.14920656383,0.33864107728,0.0979625284672,0.31057626009,0.103613577783,0.994897603989,0.005102402530610000,0.562876582146,0.4371234178540000,0.7259725928310000,101.372184753,spotify:track:3KYOtprml0rues6YhE6CNU,2,11,15,17,20,0
23 Degrees North 82 Degrees West,Stan Kenton and His Orchestra,Stompin at Newport,0.522076308727,0.47792366147,0.624747931957,0.00332188978791,0.06710050255060000,0.24106618762,0.0112163554877,0.0267557539046,0.0209811031818,0.004810275044290000,0.119377583265,0.361178964376,0.0751568153501,0.240277081728,0.204009562731,0.635637998581,0.364362031221,0.836236476898,0.163763523102,0.478880912066,101.51420593300000,spotify:track:6pvIYs3WpBsRfCVSaeYd90,2,11,15,17,20,0
Night Theme,Sally Oldfield,Water Bearer,0.6300111413,0.369988888502,0.309159219265,0.011100070551,0.026592103764400000,0.222124800086,0.226832658052,0.129618361592,0.0382667519152,0.0363060310483,0.031399384141,0.264150261879,0.535315454006,0.159395337105,0.0097395600751,0.915295422077,0.08470457792280000,0.7536517381670000,0.246348261833,0.872956037521,101.640914917,spotify:track:27RRuRBiJczhdWDm8CkO2v,2,12,15,17,20,0
"Gloria in D major, RV 589: Gratias agimus tibi",Antonio Vivaldi,Haydn: Nelson Mass / Vivaldi: Gloria / Handel: Zadok the Priest,0.979555904865,0.0204440802336,0.8597615957260000,0.00242540612817,0.008278918452560000,0.08374940603970000,0.010385455563700000,0.0214491020888,0.0076651503332,0.006284953560680000,0.0365687273443,0.0947134643793,0.7805935740470000,0.0431559793651,0.0449682436883,0.757922589779,0.242077425122,0.0201373174787,0.979862689972,0.651261806488,101.691970825,spotify:track:7JzmuOi8SAx6UHpYPRvugE,2,12,15,18,20,0
Different,X!NK,Vergif,0.665228068829,0.334771960974,0.6788297295570000,0.0109484372661,0.0148796830326,0.122734107077,0.0309040974826,0.0741955339909,0.0386878848076,0.0288205072284,0.147937268019,0.35437437892000000,0.146432518959,0.256089478731,0.0951663404703,0.914031624794,0.0859683826566,0.999999165535,8.43109773996E-07,0.756498157978,102.373931885,Not Found,2,11,15,17,20,0
Alone at Last,Jackie Wilson,Mr. Excitement! (Disc 2),0.779938459396,0.220061525702,0.34195479750600000,0.00867664348334,0.0155361089855,0.162950396538,0.239899218082,0.167865023017,0.0404700785875,0.022647727280900000,0.0412429943681,0.327257037163,0.290272325277,0.32355210185100000,0.017675548791900000,0.925083994865,0.0749159902334,0.0016841531032700000,0.998315870762,0.8682822585110000,102.751068115,spotify:track:5QZyGPDlIyk75zl8sOOXbh,2,11,15,18,20,0
"Symphony, No. 2 in, D major, Op. 73: IV. Allegro con spirito",Johannes Brahms,"The Complete EMI Recordings 1946-1984, Volume 1: Orchestral",0.999999880791,1.00000008274E-07,0.8759127855300000,0.00326180295087,0.00568069797009,0.0335321500897,0.024679299444,0.0406831391156,0.00843785330653,0.00781229138374,0.0772226452827,0.0444035679102,0.227747857571,0.0306320842355,0.6199938654900000,0.880357682705,0.119642294943,0.974514007568,0.025486022234,0.036681994795800000,103.10152435300000,spotify:track:3GvK1CHdUU9sbPdQf8ChjK,2,14,15,17,20,0
Goldfinger,John Barry feat. Shirley Bassey,Goldfinger,0.660018205643,0.339981794357,0.35885047912600000,0.010731032118200000,0.07982681691650000,0.236053228378,0.0966114252806,0.186576575041,0.0203560218215,0.010994418524200000,0.0361545830965,0.082907602191,0.0241887252778,0.114017941058,0.7427311539650000,0.08297318220140000,0.917026817799,0.0902506187558,0.909749388695,0.748090803623,103.279548645,spotify:track:6iz5NXOYjDjLH4Q14tS8a7,2,14,16,18,20,0
Der Hauptbahnhof,Suicidal Meditations,Suicidal Meditations,0.6866708397870000,0.313329130411,0.898139119148,0.00162888632622,0.00666660582647,0.00851781573147,0.00507913948968,0.00360908010043,0.049293525517,0.0270658303052,0.0583637952805,0.0440999567509,0.18581627309300000,0.0362109914422,0.675508975983,0.053739603608800000,0.946260392666,0.992616772652,0.00738324224949,0.118325650692,104.01625824,Not Found,2,14,16,17,20,0
"New York, New York",Frank Sinatra,Sinatra 80th: Live in Concert,0.7498499751090000,0.25014999508900000,0.281194031239,0.0347515456378,0.112647533417,0.15089815855,0.128826335073,0.157741039991,0.0936916097999,0.040249735117,0.136383712292,0.157158255577,0.123386509717,0.181081950665,0.401989549398,0.0170080121607,0.982991993427,0.45356079936,0.546439230442,0.614576876163,104.17358398400000,spotify:track:4ODWgs1CVAZKDbryEodjiz,2,14,16,18,20,0
War Out,1914,Eschatology of War,0.608574092388,0.3914258778100000,0.706805229187,0.0020019505173,0.0628743171692,0.16842700541000000,0.00699608772993,0.00746032176539,0.0333993136883,0.0120357787237,0.114212810993,0.253486037254,0.193266689777,0.234652414918,0.204382032156,0.581013381481,0.418986648321,0.986656069756,0.0133439414203,0.593371272087,104.21104431200000,spotify:track:6gOulpNF978V3IsEv6en3W,2,11,15,17,20,0
The French March / Coopers Tune,The Chieftains,The Year of the French,0.999999880791,1.00000008274E-07,0.5767943859100000,0.0110289845616,0.0116053465754,0.0695855468512,0.0981625020504,0.120174020529,0.0884028896689,0.0242463201284,0.0772226452827,0.0444035679102,0.227747857571,0.0306320842355,0.6199938654900000,0.969541668892,0.0304583236575,0.173400759697,0.826599240303,0.754857897758,104.242736816,Not Found,2,14,15,18,20,0
Intransitory,Enid,Nachtgedanken,0.77962744236,0.22037255764,0.5239394307140000,0.0116122532636,0.0451370999217,0.0745439305902,0.10646160692,0.117059864104,0.0912219062448,0.0300238933414,0.082387521863,0.0806038454175,0.21773584187,0.0653259903193,0.553946793079,0.0928005948663,0.907199382782,0.933214724064,0.0667852535844,0.54904717207,104.447402954,Not Found,2,14,16,17,20,0
Countdown To Armageddon,Public Enemy,It Takes A Nation Of Millions To Hold Us Back,0.65801769495,0.34198230505000000,0.799889802933,0.0052227685228,0.0158699974418,0.04263138026,0.0187867786735,0.0107026705518,0.0249762851745,0.0819203406572,0.0693363919854,0.174932509661,0.367693245411,0.307988137007,0.0800497084856,0.667998969555,0.332001060247,0.405931055546,0.594068944454,0.901813626289,104.78972625700000,spotify:track:48vNAy7OBkQMflPODOzLF7,2,12,15,18,20,0
Hungover Together,Supersuckers,Mustve Been Live,0.6777882575990000,0.322211742401,0.332632184029,0.0134593062103,0.0330756157637,0.051768310368100000,0.200511991978,0.222591504455,0.13475379347800000,0.0112072946504,0.066963173449,0.14328269660500000,0.414155632257,0.237865418196,0.13773305714100000,0.96781283617,0.0321871712804,0.0622670650482,0.937732934952,0.882969558239,105.319869995,spotify:track:1FHW7GfWgAKKKlLZaMHLRY,2,12,15,18,20,0
Mixed Up Mess Of A Heart (1966),Merle Haggard,Untamed Hawk: The Early Recordings Of Merle Haggard (Disc2),0.999999880791,1.00000008274E-07,0.6233624219890000,0.005167067516600000,0.0300339832902,0.0718315839767,0.0419305153191,0.174164012074,0.0347354710102,0.0187749471515,0.0772226452827,0.0444035679102,0.227747857571,0.0306320842355,0.6199938654900000,0.849413514137,0.150586470962,0.00284290313721,0.997157096863,0.8403099179270000,106.85105896,Not Found,2,14,15,18,20,0
intro,Nits,Urk,0.707629680634,0.292370349169,0.326144129038,0.0225139353424,0.0694824829698,0.07863717526200000,0.06472456455230000,0.044925160706,0.167184084654,0.226388469338,0.0324059426785,0.0921415165067,0.0200121570379,0.199628770351,0.655811607838,0.0136345755309,0.986365437508,0.00162065844052,0.998379349709,0.880697667599,107.07472991900000,spotify:track:6ey8ZtLDkTahDb93skbeVN,2,14,16,18,20,0
Demb,Baxamaxam,Baxamaxam,0.879687666893,0.120312355459,0.252128183842,0.0216925237328,0.16439507901700000,0.25145727396,0.054401230067,0.130072399974,0.0323966033757,0.0934567004442,0.083601988852,0.14460144937,0.155906394124,0.123425014317,0.492465168238,0.612691164017,0.387308865786,0.16957716643800000,0.830422818661,0.798653423786,107.46886444100000,Not Found,2,14,15,18,20,0
Cimbala,Rapoon,Fallen Gods / Cidar,0.779286146164,0.220713868737,0.505964159966,0.0252135545015,0.17823001742400000,0.0533814765513,0.0101372627541,0.143741488457,0.0463679656386,0.0369640439749,0.0776881352067,0.0500094071031,0.27507776022,0.0424703881145,0.5547543168070000,0.00109590147622,0.998904109001,0.999999940395,4.39134524299E-08,0.7007546424870000,107.63071441700000,spotify:track:68rEFXY7q30ntuJauj7R3p,2,14,16,17,20,0
Moon Ray,Artie Shaw,Begin the Beguine,0.726124227047,0.273875772953,0.702574968338,0.011700632982,0.046789702028,0.0824538245797,0.028056871146,0.06917895376680000,0.0349061228335,0.0243389345706,0.151337847114,0.226338282228,0.173647075891,0.22429728508,0.224379509687,0.533731162548,0.46626880765,0.964006066322,0.035993941128300000,0.845367908478,107.743164062,spotify:track:0tYjEdbX9DcvfETiO7xOiO,2,11,15,17,20,0
Labyrinth,Paul Giger,Chartres,0.999999880791,1.00000008274E-07,0.8037763834,0.00334747019224,0.0152556914836,0.118637315929,0.007135919295250000,0.0225459765643,0.00312453764491,0.0261767245829,0.0772226452827,0.0444035679102,0.227747857571,0.0306320842355,0.6199938654900000,0.730496764183,0.26950323581700000,0.429347187281,0.570652782917,0.00035450217546900000,108.291275024,spotify:track:2pCxgK845T8CrxjB6Wp3Iq,2,14,15,18,20,0
A Many Years Ago,"Gilbert, Sullivan; Sir Charles Mackerras, Orchestra of the Welsh National Opera, Chorus of the Welsh National Opera",H. M. S. Pinafore,0.999999880791,1.00000008274E-07,0.676548600197,0.00287585216574,0.038275331258800000,0.117270596325,0.00499562686309,0.0754444524646,0.00299055478536,0.0815990120173,0.0762273818254,0.046054136008,0.224599555135,0.0318745225668,0.621244370937,0.8730226159100000,0.126977369189,0.5151576399800000,0.48484236002,0.000210287442314,108.513343811,spotify:track:5imDF65YcKxsk52Ug9h6jP,2,14,15,17,20,0
This Is All,Screamin Jay Hawkins,... What That Is!,0.999999880791,1.00000008274E-07,0.775232613087,0.00619718059897,0.0184605158865,0.0967129394412,0.0182472467422,0.0288490131497,0.04482768848540000,0.0114727858454,0.0772226452827,0.0444035679102,0.227747857571,0.0306320842355,0.6199938654900000,0.8624051213260000,0.137594908476,0.372491657734,0.6275083422660000,0.302156686783,108.55472564700000,spotify:track:31VSJ7vXNm8b5sa4Mg73AF,2,14,15,18,20,0
